CUSTOMER COMMENT,Reason
kotak is charging to much as compared to others i have gone to branch but not friutful,CHARGES(BRO./DP/LPC ETC.)
Faster resolution of questions will be helpful,SERVICE
"Please stop irritating customers by calling everyday. If the customer indeed has any issue he/she will directly mail or contact your customer support to resolve. Im extremely tired of getting calls from customer support. And, Im no longer trading on kotak securities.",PEOPLE
Dealer experience is very poor& Dealer exchange many times,SERVICE
Very poor service because i losed money on technical problem comming everytime in kotak. Not safe for investors,SERVICE
do something for people who are in loss due to technical glitch,APPLICATION (WEB/APP)
Faced many losses because of kotak neo securities app. But there is no response from employee side,APPLICATION (WEB/APP)
Worst service and I lost 60000 rupees in two days for every day half and hour struck with your app and web portal. I won’t recommend and I also won’t trade your platform.,SERVICE
"Please make your software smooth. If your software becomes smooth, this will lead other applications. Also add trailing Stop loss",APPLICATION (WEB/APP)
Call not castmecar supportPlese andher call nambear,PEOPLE
Your App and coustomer care both are very bad,APPLICATION (WEB/APP)
Close the company and take advise from Zerodha to run the business with customer satisfaction.Your Neo App didnt work then why you force to install.Your branch is not effective and efficient to solve the problems of clients.Branch manager and staff not giving proper service.One very important thing why do you didnt allow to take mobile in the treding room.Thats why I closed my account.There is another problem I cant submit the feedback.Thats why you closed the comny,APPLICATION (WEB/APP)
Improvement is must needed,NOT SPECIFIED
Contact Karna bahut hi mushkil hota hai.,SERVICE
"On Options Trading Platform, it will be convenient, if both Call & Put can be traded from the same window.",APPLICATION (WEB/APP)
Be smooth like zerodha,APPLICATION (WEB/APP)
Very bad experience with kotak security,SERVICE
NEO is poor App in trading.. System hanging issues,APPLICATION (WEB/APP)
Please interact with customer in local language,SERVICE
Update your app systems,APPLICATION (WEB/APP)
Pls improve bugs and your referral schemes...there are a lot of issues there.,APPLICATION (WEB/APP)
Very pathetic Neo application with lots of lag and hanging or not updating or server connection issues almost all the time…I lost many many times due to this glitches..,APPLICATION (WEB/APP)
"It will stop executing orders anytime, you cant able to place order or exit your current position. Its like Free Ki chize hamesa nuksan karti he",APPLICATION (WEB/APP)
One of the worst experience ..not all feeling good with ur app and also with ur customer service..worst of all I can say,SERVICE
Exerts dont have proper knowledge.,SERVICE
CUSTOMER SERVICE IS DAMN BAD WORSE,SERVICE
Ghatia aisa auro ke sath na ho mr hansraj please dhyan de,NOT SPECIFIED
I was in loss when I trade in kotak due to trade not exist on target or also SL not working on time app/windows.Kotak need to improve or work on first in their apps...,APPLICATION (WEB/APP)
Bakwas he,NOT SPECIFIED
Your kotak neo trader application is the worst one I have ever seen.,APPLICATION (WEB/APP)
No.,NOT SPECIFIED
I want to switch back to older platform from NEO,APPLICATION (WEB/APP)
ON THE WHOLE TRY TO BE ON PAR WITH YOUR COMPITAITON,APPLICATION (WEB/APP)
"Stoploss / swore off facility should be with order , like previous",APPLICATION (WEB/APP)
Very slow running app,APPLICATION (WEB/APP)
staff should respond. there was no response to my mails and calls.,SERVICE
App crashes in morning session,APPLICATION (WEB/APP)
Need improvement in all departments,SERVICE
Even till date my 3 trading accounts and Demat have not been mapped with my Kodak bank accounts even after so many requests.,APPLICATION (WEB/APP)
"Account showing short sales in cash since more than a month, kindly check and revert asap",APPLICATION (WEB/APP)
Bed service & Bed kotak neo app,SERVICE
"I sent many mails putting copy to many people, however my problems still exists, I raised many queries but not solved any thing. You can call me at my mobile I will explain you in detail.",SERVICE
Way too bad experience with the customer service representative,SERVICE
Please convert my account into NEO due to your issue it was converted to online and online service is not trading freindly...,SERVICE
Simply i said waste.,NOT SPECIFIED
"Chu**tiya app he apka , apke app ki vajah se muje bahot loss hua he , me sabme review dalunga, mera loss to recover nahi hoga lekin meri vajah se apko bahot losa hoga",APPLICATION (WEB/APP)
Good,NOT SPECIFIED
Order exit one click,APPLICATION (WEB/APP)
"There was just one advisor who called me. He was really good. He did not have all the answer to hand, so he arranged a call back with someone who can explain me charges on my account but I never received the call back.",SERVICE
Your App is very easy to use but please improve your App network its very buffering .. And not run smoothly I loss my money in that case in kotak neo glitch and I send you mail and screenshot that order not show and order not cancel,APPLICATION (WEB/APP)
"Old is gold, reliable, brilliant",NOT SPECIFIED
Brokerage on delivery in regular plan and trade free plans to be maintained at same rate,CHARGES(BRO./DP/LPC ETC.)
Worsted experience 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,NOT SPECIFIED
"Since few month I am not having a proper person for my issue, every won want to make my issue like tennis ball ..",SERVICE
Already mentioned,NOT SPECIFIED
Very poor transparency and communication with customer and shows no urgency in resolution.One has to do lot of follow up Disgusting service,SERVICE
Intraday or positional call to be sent on WhatsAppPreviously it had sent from Mumbai office.,APPLICATION (WEB/APP)
I will use some other trading platforms once all the delivery gets closed in kotak securities Ltd and my investments are returned back.,APPLICATION (WEB/APP)
Please dont call me with any recommendations.Thank you,SERVICE
No response for retail invester.,SERVICE
Service is very poor,SERVICE
Acha nahi smjhaya apka admi,SERVICE
"Ensure app runs smoothly and data is live. Money position also to be on actual basis, indicating the cash and other receipts.",APPLICATION (WEB/APP)
Great,NOT SPECIFIED
Brkrage plan is high thats why now  started in other trading platform also,CHARGES(BRO./DP/LPC ETC.)
"Improve chart, required biger chart area,, traliling stoploss",APPLICATION (WEB/APP)
Pl improve the app for better trade experience,APPLICATION (WEB/APP)
NEED BROKERAGE AND OTHER CHARGES LESS SUCH AS DP CHARGE,CHARGES(BRO./DP/LPC ETC.)
"sorry, you do not have time to attend , subscriber like me of small value.",NOT SPECIFIED
Why brokerages are different for people of age less than 30 and different for others?  Long time clients are disregarded here.  Absolutely disappointed.,CHARGES(BRO./DP/LPC ETC.)
"I received a info about HDFC life Insurance shares will be good and asked me to invest in this shares, based on this info i invested on this HDFC shares, but its very bad that after my investment its gone to very down fall and more loss. Pls dont do these kind of things with the customers in future.",NOT SPECIFIED
"I received a info about HDFC life Insurance shares will be good and asked me to invest in this shares, based on this info i invested on this HDFC shares, but its very bad that after my investment its gone to very down fall and more loss. Pls dont do these kind of things with the customers in future.",NOT SPECIFIED
